ItemCode,AlternateItemCode,StyleCode,ProductType,Description,SubDescription,Measure,TillDescription,SuspendDate,DepartmentCode,SectionCode,SubSectionCode,ModelCode,SupplierCode,SupplierReference,LeadTime,PackSize,DirectDelivery,PrimaryBarcode,SeasonCode,BrandCode,RangeCode,StockGroupCode,ConcessionCode,PosGroupCode,StockCategoryCode1,StockCategoryCode2,AttributeGroup 1,AttributeCode 1,RangeCode1,RangeDetail1,RangeCode2,RangeDetail2,RangeCode3,RangeDetail3
1014540001,1014540001,101454,UNIT,AW21 K14628 CITY PACK MINI BACKPACK,Asstd/O/S,QUANTITY,AW21 K14628 ASSTD\O/S,,1,2,121,,80989,2174570,30,1,N,1.9544E+11,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,O/S,,
1014550001,1014550001,101455,UNIT,AW21 K15207 CREATIVITY XB CROSSBODY,Asstd/O/S,QUANTITY,AW21 K15207 ASSTD\O/S,,1,2,121,,80989,2174501,30,1,N,1.9544E+11,221,KIP,,,,1,,,,,COLOUR,Asstd,SIZE ,O/S,,
1014560001,1014560001,101456,UNIT,AW21 K15371 AMIEL SHOPPER,Dk Red/O/S,QUANTITY,AW21 K15371 DKRED\O/S,,1,2,121,,80989,2174556,30,1,N,1.95442E+11,221,KIP,,,,1,,,,,COLOUR,Dk Red,SIZE ,O/S,,
1014570001,1014570001,101457,UNIT,AW21 K163347 K VALLEY DAMIEN BACKPACK,Asstd/O/S,QUANTITY,AW21 K163347 ASSTD\O/S,,1,2,121,,80989,2174419,30,1,N,1.95439E+11,221,KIP,,,,1,,,,,COLOUR,Asstd,SIZE ,O/S,,
1014580001,1014580001,101458,UNIT,AW21 K17148 K VALLEY ALMIRO CROSSBODY,Asstd/O/S,QUANTITY,AW21 K17148 ASSTD\O/S,,1,2,121,,80989,2174426,30,1,N,1.95439E+11,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,O/S,,
1014590001,1014590001,101459,UNIT,AW21 K17291 NEW ELDORADO CROSSBODY,Grey/O/S,QUANTITY,AW21 K17291 GREY\O/S,,1,2,121,,80989,2174525,30,1,N,1.94905E+11,221,,,,,1,,,,,COLOUR,Grey,SIZE ,O/S,,
1014590002,1014590002,101459,UNIT,AW21 K17291 NEW ELDORADO CROSSBODY,Dk Red/O/S,QUANTITY,AW21 K17291 DKRED\O/S,,1,2,121,,80989,2174532,30,1,N,1.95442E+11,221,,,,,1,,,,,COLOUR,Dk Red,SIZE ,O/S,,
1014600001,1014600001,101460,UNIT,AW21 KILLIOW TUNIC,Asstd/10,QUANTITY,AW21 Killiow Tunic ASStd/10,,6,130,4,,81259,2177427,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,10,,
1014600002,1014600002,101460,UNIT,AW21 KILLIOW TUNIC,Asstd/12,QUANTITY,AW21 Killiow Tunic ASStd/12,,6,130,4,,81259,2177434,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,12,,
1014600003,1014600003,101460,UNIT,AW21 KILLIOW TUNIC,Asstd/14,QUANTITY,AW21 Killiow Tunic ASStd/14,,6,130,4,,81259,2177441,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,14,,
1014600004,1014600004,101460,UNIT,AW21 KILLIOW TUNIC,Asstd/16,QUANTITY,AW21 KILLIOW ASSTD\16,,6,130,4,,81259,2177458,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,16,,
1014600005,1014600005,101460,UNIT,AW21 KILLIOW TUNIC,Asstd/18,QUANTITY,AW21 KILLIOW ASSTD\18,,6,130,4,,81259,2177465,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,18,,
1014610001,1014610001,101461,UNIT,AW21 KINGDALE GLV THERMAL FLEECE FULLY LINED,Navy/S-M,QUANTITY,AW21 Kingdale Glv Navy/S-M,,8,502,704,,81242,2244013,30,1,N,5.05151E+12,221,,,,,1,,,,,COLOUR,Navy,SIZE ,S-M,,
1014610002,1014610002,101461,UNIT,AW21 KINGDALE GLV THERMAL FLEECE FULLY LINED,Black/S-M,QUANTITY,AW21 Kingdale Glv Black/S-M,,8,502,704,,81242,2244037,30,1,N,5.05151E+12,221,,,,,1,,,,,COLOUR,Black,SIZE ,S-M,,
1014610003,1014610003,101461,UNIT,AW21 KINGDALE GLV THERMAL FLEECE FULLY LINED,Black/L-XL,QUANTITY,AW21 KINGDALE GLV BLACK\L-XL,,8,502,704,,81242,2244044,30,1,N,5.05151E+12,221,,,,,1,,,,,COLOUR,Black,SIZE ,L-XL,,
1014620001,1014620001,101462,UNIT,AW21 KINGSDALE HAT FLEECE,Navy/S-M,QUANTITY,AW21 Kingsdale Hat Navy/S-M,,8,502,704,,81242,2243979,30,1,N,5.05151E+12,221,RGA,,,,1,,,,,COLOUR,Navy,SIZE ,S-M,,
1014620002,1014620002,101462,UNIT,AW21 KINGSDALE HAT FLEECE,Navy/L-XL,QUANTITY,AW21 Kingsdale Hat Navy/L-XL,,8,502,704,,81242,2243986,30,1,N,5.05151E+12,221,RGA,,,,1,,,,,COLOUR,Navy,SIZE ,L-XL,,
1014620003,1014620003,101462,UNIT,AW21 KINGSDALE HAT FLEECE,Black/S-M,QUANTITY,AW21 Kingsdale Hat Black/S-M,,8,502,704,,81242,2243993,30,1,N,5.05151E+12,221,RGA,,,,1,,,,,COLOUR,Black,SIZE ,S-M,,
1014620004,1014620004,101462,UNIT,AW21 KINGSDALE HAT FLEECE,Black/L-XL,QUANTITY,AW21 Kingsdale Hat Black/L-XL,,8,502,704,,81242,2244006,30,1,N,5.05151E+12,221,RGA,,,,1,,,,,COLOUR,Black,SIZE ,L-XL,,
1014630001,1014630001,101463,UNIT,AW21 KIZMIT FLEECE HOODIE SOFT TOUCH,BLUE/10,QUANTITY,AW21 KIZMIT BLUE\10,,3,41,311,,81242,2243061,30,1,N,5.0594E+12,221,,,,,1,,,,,COLOUR,BLUE,SIZE ,10,,
1014630002,1014630002,101463,UNIT,AW21 KIZMIT FLEECE HOODIE SOFT TOUCH,Orange/10,QUANTITY,AW21 KIZMIT RUST\10,,3,41,311,,81242,2243122,30,1,N,5.0594E+12,221,,,,,1,,,,,COLOUR,Orange,SIZE ,10,,
1014630003,1014630003,101463,UNIT,AW21 KIZMIT FLEECE HOODIE SOFT TOUCH,BLUE/12,QUANTITY,AW21 KIZMIT BLUE\12,,3,41,311,,81242,2243078,30,1,N,5.0594E+12,221,,,,,1,,,,,COLOUR,BLUE,SIZE ,12,,
1014630004,1014630004,101463,UNIT,AW21 KIZMIT FLEECE HOODIE SOFT TOUCH,Orange/12,QUANTITY,AW21 KIZMIT RUST\12,,3,41,311,,81242,2243139,30,1,N,5.0594E+12,221,,,,,1,,,,,COLOUR,Orange,SIZE ,12,,
1014630005,1014630005,101463,UNIT,AW21 KIZMIT FLEECE HOODIE SOFT TOUCH,BLUE/14,QUANTITY,AW21 KIZMIT BLUE\14,,3,41,311,,81242,2243085,30,1,N,5.0594E+12,221,,,,,1,,,,,COLOUR,BLUE,SIZE ,14,,
1014630006,1014630006,101463,UNIT,AW21 KIZMIT FLEECE HOODIE SOFT TOUCH,Orange/14,QUANTITY,AW21 KIZMIT RUST\14,,3,41,311,,81242,2243146,30,1,N,5.0594E+12,221,,,,,1,,,,,COLOUR,Orange,SIZE ,14,,
1014630007,1014630007,101463,UNIT,AW21 KIZMIT FLEECE HOODIE SOFT TOUCH,BLUE/16,QUANTITY,AW21 KIZMIT BLUE\16,,3,41,311,,81242,2243092,30,1,N,5.0594E+12,221,,,,,1,,,,,COLOUR,BLUE,SIZE ,16,,
1014630008,1014630008,101463,UNIT,AW21 KIZMIT FLEECE HOODIE SOFT TOUCH,Orange/16,QUANTITY,AW21 KIZMIT RUST\16,,3,41,311,,81242,2243153,30,1,N,5.0594E+12,221,,,,,1,,,,,COLOUR,Orange,SIZE ,16,,
1014630009,1014630009,101463,UNIT,AW21 KIZMIT FLEECE HOODIE SOFT TOUCH,BLUE/18,QUANTITY,AW21 KIZMIT BLUE\18,,3,41,311,,81242,2243108,30,1,N,5.0594E+12,221,,,,,1,,,,,COLOUR,BLUE,SIZE ,18,,
1014630010,1014630010,101463,UNIT,AW21 KIZMIT FLEECE HOODIE SOFT TOUCH,Orange/18,QUANTITY,AW21 KIZMIT RUST\18,,3,41,311,,81242,2243160,30,1,N,5.0594E+12,221,,,,,1,,,,,COLOUR,Orange,SIZE ,18,,
1014630011,1014630011,101463,UNIT,AW21 KIZMIT FLEECE HOODIE SOFT TOUCH,BLUE/20,QUANTITY,AW21 KIZMIT BLUE\20,,3,41,311,,81242,2243115,30,1,N,5.0594E+12,221,,,,,1,,,,,COLOUR,BLUE,SIZE ,20,,
1014640001,1014640001,101464,UNIT,AW21 KYLIE TOTE BAG,Olive/O/S,QUANTITY,AW21 Kylie Tote Bag Olive/O/S,,1,2,121,,80923,2196602,30,1,N,5.05528E+12,221,NVB,,,,1,,,,,COLOUR,Olive,SIZE ,O/S,,
1014640002,1014640002,101464,UNIT,AW21 KYLIE TOTE BAG,Orange/O/S,QUANTITY,AW21 Kylie Tote Bag Orange/O/S,,1,2,121,,80923,2196596,30,1,N,5.05528E+12,221,NVB,,,,1,,,,,COLOUR,Orange,SIZE ,O/S,,
1014650001,1014650001,101465,UNIT,AW21 LARISSA SHIRT,Ltblue/10,QUANTITY,AW21 LariSSa Shirt Ltblue/10,,6,130,1,,81259,2175621,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Ltblue,SIZE ,10,,
1014650002,1014650002,101465,UNIT,AW21 LARISSA SHIRT,Ltblue/12,QUANTITY,AW21 LariSSa Shirt Ltblue/12,,6,130,1,,81259,2175638,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Ltblue,SIZE ,12,,
1014650003,1014650003,101465,UNIT,AW21 LARISSA SHIRT,Ltblue/14,QUANTITY,AW21 LariSSa Shirt Ltblue/14,,6,130,1,,81259,2175645,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Ltblue,SIZE ,14,,
1014650004,1014650004,101465,UNIT,AW21 LARISSA SHIRT,Ltblue/16,QUANTITY,AW21 LariSSa Shirt Ltblue/16,,6,130,1,,81259,2175652,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Ltblue,SIZE ,16,,
1014650005,1014650005,101465,UNIT,AW21 LARISSA SHIRT,Ltblue/18,QUANTITY,AW21 LariSSa Shirt Ltblue/18,,6,130,1,,81259,2175669,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Ltblue,SIZE ,18,,
1014650006,1014650006,101465,UNIT,AW21 LARISSA SHIRT,Gold/10,QUANTITY,AW21 LariSSa Shirt Gold/10,,6,130,1,,81259,2176291,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Gold,SIZE ,10,,
1014650007,1014650007,101465,UNIT,AW21 LARISSA SHIRT,Gold/12,QUANTITY,AW21 LariSSa Shirt Gold/12,,6,130,1,,81259,2176307,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Gold,SIZE ,12,,
1014650008,1014650008,101465,UNIT,AW21 LARISSA SHIRT,Gold/14,QUANTITY,AW21 LariSSa Shirt Gold/14,,6,130,1,,81259,2176314,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Gold,SIZE ,14,,
1014650009,1014650009,101465,UNIT,AW21 LARISSA SHIRT,Gold/16,QUANTITY,AW21 LariSSa Shirt Gold/16,,6,130,1,,81259,2176321,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Gold,SIZE ,16,,
1014650010,1014650010,101465,UNIT,AW21 LARISSA SHIRT,Gold/18,QUANTITY,AW21 LariSSa Shirt Gold/18,,6,130,1,,81259,2176338,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Gold,SIZE ,18,,
1014650012,1014650012,101465,UNIT,AW21 LARISSA SHIRT,Cream/12,QUANTITY,AW21 LariSSa Shirt Cream/12,,6,130,1,,81259,2176352,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Cream,SIZE ,12,,
1014650014,1014650014,101465,UNIT,AW21 LARISSA SHIRT,Cream/16,QUANTITY,AW21 LariSSa Shirt Cream/16,,6,130,1,,81259,2176376,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Cream,SIZE ,16,,
1014650015,1014650015,101465,UNIT,AW21 LARISSA SHIRT,Cream/18,QUANTITY,AW21 LariSSa Shirt Cream/18,,6,130,1,,81259,2176383,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Cream,SIZE ,18,,
1014650016,1014650016,101465,UNIT,AW21 LARISSA SHIRT,Asstd/10,QUANTITY,AW21 LariSSa Shirt ASStd/10,,6,130,1,,81259,2176390,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,10,,
1014650017,1014650017,101465,UNIT,AW21 LARISSA SHIRT,Asstd/12,QUANTITY,AW21 LariSSa Shirt ASStd/12,,6,130,1,,81259,2176406,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,12,,
1014650018,1014650018,101465,UNIT,AW21 LARISSA SHIRT,Asstd/14,QUANTITY,AW21 LariSSa Shirt ASStd/14,,6,130,1,,81259,2176413,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,14,,
1014650019,1014650019,101465,UNIT,AW21 LARISSA SHIRT,Asstd/16,QUANTITY,AW21 LariSSa Shirt ASStd/16,,6,130,1,,81259,2176420,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,16,,
1014650020,1014650020,101465,UNIT,AW21 LARISSA SHIRT,Asstd/18,QUANTITY,AW21 LariSSa Shirt ASStd/18,,6,130,1,,81259,2176437,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,18,,
1014650021,1014650021,101465,UNIT,AW21 LARISSA SHIRT,Cream/10,QUANTITY,AW21 LARISSA SHIRT CREAM\10,,6,130,1,,81259,2176345,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Cream,SIZE ,10,,
1014650022,1014650022,101465,UNIT,AW21 LARISSA SHIRT,Cream/14,QUANTITY,AW21 LARISSA SHIRT CREAM\14,,6,130,1,,81259,2176369,30,1,N,5.05645E+12,221,,,,,1,,,,,COLOUR,Cream,SIZE ,14,,
1014660001,1014660001,101466,UNIT,AW21 LAUREL LONGLINE PAD JKT,Black/10,QUANTITY,AW21 Laurel Longline Pad Jkt Black/10,,3,41,311,,80952,2260334,30,1,N,5.0609E+12,221,TDL,,,,1,,,,,COLOUR,Black,SIZE ,10,,
1014660002,1014660002,101466,UNIT,AW21 LAUREL LONGLINE PAD JKT,Black/12,QUANTITY,AW21 Laurel Longline Pad Jkt Black/12,,3,41,311,,80952,2260440,30,1,N,5.0609E+12,221,TDL,,,,1,,,,,COLOUR,Black,SIZE ,12,,
1014660003,1014660003,101466,UNIT,AW21 LAUREL LONGLINE PAD JKT,Black/16,QUANTITY,AW21 Laurel Longline Pad Jkt Black/16,,3,41,311,,80952,2260464,30,1,N,5.0609E+12,221,TDL,,,,1,,,,,COLOUR,Black,SIZE ,16,,
1014660005,1014660005,101466,UNIT,AW21 LAUREL LONGLINE PAD JKT,Black/18,QUANTITY,AW21 Laurel Longline Pad Jkt Black/18,,3,41,311,,80952,2264417,30,1,N,2264417,221,TDL,,,,1,,,,,COLOUR,Black,SIZE ,18,,
1014670001,1014670001,101467,UNIT,AW21 LGL0005 LADY JANE GLOVE,Black/S,QUANTITY,AW21 LGL0005 BLACK\S,,6,123,8,,80986,2181240,30,1,N,8.84643E+11,221,,,,,1,,,,,COLOUR,Black,SIZE ,S,,
1014670002,1014670002,101467,UNIT,AW21 LGL0005 LADY JANE GLOVE,Black/M,QUANTITY,AW21 LGL0005 BLACK\M,,6,123,8,,80986,2181257,30,1,N,8.84643E+11,221,,,,,1,,,,,COLOUR,Black,SIZE ,M,,
1014670003,1014670003,101467,UNIT,AW21 LGL0005 LADY JANE GLOVE,Black/L,QUANTITY,AW21 LGL0005 BLACK\L,,6,123,8,,80986,2181264,30,1,N,8.84643E+11,221,,,,,1,,,,,COLOUR,Black,SIZE ,L,,
1014680002,1014680002,101468,UNIT,AW21 LHA0330 BUCKET HAT,Olive/L-XL,QUANTITY,AW21 LHA0330 OLIVE\L-XL,,6,123,8,,80986,2181226,30,1,N,1.90375E+11,221,,,,,1,,,,,COLOUR,Olive,SIZE ,L-XL,,
1014680003,1014680003,101468,UNIT,AW21 LHA0330 BUCKET HAT,Black/S-M,QUANTITY,AW21 LHA0330 BLACK\S-M,,6,123,8,,80986,2181189,30,1,N,2181189,221,,,,,1,,,,,COLOUR,Black,SIZE ,S-M,,
1014680004,1014680004,101468,UNIT,AW21 LHA0330 BUCKET HAT,Olive/S-M,QUANTITY,AW21 LHA0330 OLIVE\S-M,,6,123,8,,80986,2181219,30,1,N,1.90375E+11,221,,,,,1,,,,,COLOUR,Olive,SIZE ,S-M,,
1014680005,1014680005,101468,UNIT,AW21 LHA0330 BUCKET HAT,Black/L-XL,QUANTITY,AW21 LHA0330 BLACK\L-XL,,6,123,8,,80986,2181196,30,1,N,2181196,221,,,,,1,,,,,COLOUR,Black,SIZE ,L-XL,,
1014690001,1014690001,101469,UNIT,AW21 LHA0336 SALTBURN BEANIE,Purple/O/S,QUANTITY,AW21 LHA0336 PURPLE\O/S,,6,123,8,,80986,2181165,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Purple,SIZE ,O/S,,
1014690002,1014690002,101469,UNIT,AW21 LHA0336 SALTBURN BEANIE,White/O/S,QUANTITY,AW21 LHA0336 WHITE\O/S,,6,123,8,,80986,2181158,30,1,N,1.90376E+11,221,,,,,1,,,,,COLOUR,White,SIZE ,O/S,,
1014700001,1014700001,101470,UNIT,AW21 LIL COVE WATERPROOF COAT,Gold/10,QUANTITY,AW21 Lil Cove Waterproof Coat Gold/10,,6,130,9,,81259,2175942,30,1,N,5.05635E+12,221,,,,,1,,,,,COLOUR,Gold,SIZE ,10,,
1014700002,1014700002,101470,UNIT,AW21 LIL COVE WATERPROOF COAT,Gold/12,QUANTITY,AW21 Lil Cove Waterproof Coat Gold/12,,6,130,9,,81259,2175959,30,1,N,5.05635E+12,221,,,,,1,,,,,COLOUR,Gold,SIZE ,12,,
1014700003,1014700003,101470,UNIT,AW21 LIL COVE WATERPROOF COAT,Gold/14,QUANTITY,AW21 Lil Cove Waterproof Coat Gold/14,,6,130,9,,81259,2175966,30,1,N,5.05635E+12,221,,,,,1,,,,,COLOUR,Gold,SIZE ,14,,
1014700004,1014700004,101470,UNIT,AW21 LIL COVE WATERPROOF COAT,Gold/16,QUANTITY,AW21 LIL COVE GOLD\16,,6,130,9,,81259,2175973,30,1,N,5.05635E+12,221,,,,,1,,,,,COLOUR,Gold,SIZE ,16,,
1014700005,1014700005,101470,UNIT,AW21 LIL COVE WATERPROOF COAT,Gold/18,QUANTITY,AW21 LIL COVE GOLD\18,,6,130,9,,81259,2175980,30,1,N,5.05635E+12,221,,,,,1,,,,,COLOUR,Gold,SIZE ,18,,
1014710001,1014710001,101471,UNIT,AW21 LKN1074 NORWOOD KNIT,Beige/10,QUANTITY,AW21 LKN1074 BEIGE\10,,6,123,3,,80986,2180731,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Beige,SIZE ,10,,
1014710003,1014710003,101471,UNIT,AW21 LKN1074 NORWOOD KNIT,Beige/14,QUANTITY,AW21 LKN1074 BEIGE\14,,6,123,3,,80986,2180755,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Beige,SIZE ,14,,
1014710005,1014710005,101471,UNIT,AW21 LKN1074 NORWOOD KNIT,Beige/18,QUANTITY,AW21 LKN1074 BEIGE\18,,6,123,3,,80986,2180779,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Beige,SIZE ,18,,
1014710006,1014710006,101471,UNIT,AW21 LKN1074 NORWOOD KNIT,Beige/12,QUANTITY,AW21 LKN1074 BEIGE\12,,6,123,3,,80986,2180748,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Beige,SIZE ,12,,
1014710007,1014710007,101471,UNIT,AW21 LKN1074 NORWOOD KNIT,Beige/16,QUANTITY,AW21 LKN1074 BEIGE\16,,6,123,3,,80986,2180762,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Beige,SIZE ,16,,
1014720001,1014720001,101472,UNIT,AW21 LKN1077 PENDLE ROLL COLLAR KNIT,Grey/10,QUANTITY,AW21 LKN1077 GREY\10,,6,123,3,,80986,2180137,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Grey,SIZE ,10,,
1014720002,1014720002,101472,UNIT,AW21 LKN1077 PENDLE ROLL COLLAR KNIT,Grey/12,QUANTITY,AW21 LKN1077 GREY\12,,6,123,3,,80986,2180144,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Grey,SIZE ,12,,
1014720003,1014720003,101472,UNIT,AW21 LKN1077 PENDLE ROLL COLLAR KNIT,Grey/14,QUANTITY,AW21 LKN1077 GREY\14,,6,123,3,,80986,2180151,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Grey,SIZE ,14,,
1014720004,1014720004,101472,UNIT,AW21 LKN1077 PENDLE ROLL COLLAR KNIT,Grey/16,QUANTITY,AW21 LKN1077 GREY\16,,6,123,3,,80986,2180168,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Grey,SIZE ,16,,
1014720005,1014720005,101472,UNIT,AW21 LKN1077 PENDLE ROLL COLLAR KNIT,Grey/18,QUANTITY,AW21 LKN1077 GREY\18,,6,123,3,,80986,2180175,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Grey,SIZE ,18,,
1014730002,1014730002,101473,UNIT,AW21 LKN1082 DIPTON ROLL COLLAR KNIT,Grey/12,QUANTITY,AW21 LKN1082 GREY\12,,6,123,3,,80986,2180090,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Grey,SIZE ,12,,
1014730003,1014730003,101473,UNIT,AW21 LKN1082 DIPTON ROLL COLLAR KNIT,Grey/14,QUANTITY,AW21 LKN1082 GREY\14,,6,123,3,,80986,2180106,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Grey,SIZE ,14,,
1014730004,1014730004,101473,UNIT,AW21 LKN1082 DIPTON ROLL COLLAR KNIT,Grey/16,QUANTITY,AW21 LKN1082 GREY\16,,6,123,3,,80986,2180113,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Grey,SIZE ,16,,
1014730005,1014730005,101473,UNIT,AW21 LKN1082 DIPTON ROLL COLLAR KNIT,Grey/18,QUANTITY,AW21 LKN1082 GREY\18,,6,123,3,,80986,2180120,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Grey,SIZE ,18,,
1014730006,1014730006,101473,UNIT,AW21 LKN1082 DIPTON ROLL COLLAR KNIT,Grey/10,QUANTITY,AW21 LKN1082 GREY\10,,6,123,3,,80986,2180083,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Grey,SIZE ,10,,
1014740001,1014740001,101474,UNIT,AW21 LKN1165 SADDLE KNIT,Navy/10,QUANTITY,AW21 LKN1165 NAVY\10,,6,123,3,,80986,2179988,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Navy,SIZE ,10,,
1014740002,1014740002,101474,UNIT,AW21 LKN1165 SADDLE KNIT,Navy/12,QUANTITY,AW21 LKN1165 NAVY\12,,6,123,3,,80986,2179995,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Navy,SIZE ,12,,
1014740003,1014740003,101474,UNIT,AW21 LKN1165 SADDLE KNIT,Navy/14,QUANTITY,AW21 LKN1165 NAVY\14,,6,123,3,,80986,2180007,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Navy,SIZE ,14,,
1014740004,1014740004,101474,UNIT,AW21 LKN1165 SADDLE KNIT,Navy/16,QUANTITY,AW21 LKN1165 NAVY\16,,6,123,3,,80986,2180014,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Navy,SIZE ,16,,
1014740005,1014740005,101474,UNIT,AW21 LKN1165 SADDLE KNIT,Navy/18,QUANTITY,AW21 LKN1165 NAVY\18,,6,123,3,,80986,2180021,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Navy,SIZE ,18,,
1014750001,1014750001,101475,UNIT,AW21 LKN1166 KENDON KNIT,Beige/10,QUANTITY,AW21 LKN1166 BEIGE\10,,6,123,3,,80986,2180038,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Beige,SIZE ,10,,
1014750003,1014750003,101475,UNIT,AW21 LKN1166 KENDON KNIT,Beige/14,QUANTITY,AW21 LKN1166 BEIGE\14,,6,123,3,,80986,2180052,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Beige,SIZE ,14,,
1014750005,1014750005,101475,UNIT,AW21 LKN1166 KENDON KNIT,Beige/18,QUANTITY,AW21 LKN1166 BEIGE\18,,6,123,3,,80986,2180076,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Beige,SIZE ,18,,
1014750006,1014750006,101475,UNIT,AW21 LKN1166 KENDON KNIT,Beige/12,QUANTITY,AW21 LKN1166 BEIGE\12,,6,123,3,,80986,2180045,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Beige,SIZE ,12,,
1014750007,1014750007,101475,UNIT,AW21 LKN1166 KENDON KNIT,Beige/16,QUANTITY,AW21 LKN1166 BEIGE\16,,6,123,3,,80986,2180069,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,Beige,SIZE ,16,,
1014760001,1014760001,101476,UNIT,AW21 LML0702 HAWKINS PRINT TOP,White/10,QUANTITY,AW21 LML0702 WHITE\10,,6,123,2,,80986,2180281,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,White,SIZE ,10,,
1014760002,1014760002,101476,UNIT,AW21 LML0702 HAWKINS PRINT TOP,White/12,QUANTITY,AW21 LML0702 WHITE\12,,6,123,2,,80986,2180298,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,White,SIZE ,12,,
1014760003,1014760003,101476,UNIT,AW21 LML0702 HAWKINS PRINT TOP,White/14,QUANTITY,AW21 LML0702 WHITE\14,,6,123,2,,80986,2180304,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,White,SIZE ,14,,
1014760004,1014760004,101476,UNIT,AW21 LML0702 HAWKINS PRINT TOP,White/16,QUANTITY,AW21 LML0702 WHITE\16,,6,123,2,,80986,2180311,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,White,SIZE ,16,,
1014760005,1014760005,101476,UNIT,AW21 LML0702 HAWKINS PRINT TOP,White/18,QUANTITY,AW21 LML0702 WHITE\18,,6,123,2,,80986,2180328,30,1,N,1.94972E+11,221,,,,,1,,,,,COLOUR,White,SIZE ,18,,
1014770001,1014770001,101477,UNIT,AW21 LOLA TOP,Asstd/10,QUANTITY,AW21 Lola Top ASStd/10,,6,132,2,,81273,2202006,30,1,N,5.05951E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,10,,
1014770002,1014770002,101477,UNIT,AW21 LOLA TOP,Asstd/12,QUANTITY,AW21 Lola Top ASStd/12,,6,132,2,,81273,2202013,30,1,N,5.05951E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,12,,
1014770004,1014770004,101477,UNIT,AW21 LOLA TOP,Asstd/16,QUANTITY,AW21 Lola Top ASStd/16,,6,132,2,,81273,2202037,30,1,N,5.05951E+12,221,,,,,1,,,,,COLOUR,Asstd,SIZE ,16,,
